id,category,resume_text
67,HR,"Education Details 
June 2012 to May 2015 BA Economics Chennai Tamil Nadu Sdnbvc
Hr 


Skill Details 
Company Details 
company  Anything IT Solution
description  Hr"
68,HR,"Education Details 
 BBA   lovely professional university
HR 


Skill Details 
Communication Exprience  6 monthsCompany Details 
company  
description  "
69,HR,"Education Details 
 MBA   ACN College of engineering  mgt
HR 


Skill Details 
Company Details 
company  HR Assistant
description  "
70,HR,"KEY SKILLS  Computerized accounting with tally  Sincere  hard working  Management accounting  income tax  Good communication  leadership  Two and four wheeler driving license  Internet  Ecommerce management COMPUTER SKILLS  C Language  Web programing  Tally  Dbms Education Details 
June 2017 to June 2019 Mba Financehr India Mlrit
June 2014 to June 2017 Bcom Computer Hyderabad Telangana Osmania university
June 2012 to April 2014 Inter MEC India Srimedhav
Hr 

Nani
Skill Details 
accounting Exprience  6 months
DATABASE MANAGEMENT SYSTEM Exprience  6 months
Dbms Exprience  6 months
Management accounting Exprience  6 months
Ecommerce Exprience  6 monthsCompany Details 
company  Valuelabs
description  They will give the RRF form the required DLT then the hand over to RLT then scrum master will take the form from the RLT then scrum master will give the forms to trainee which we can work on the requirement till the candidate receive the offer from the company"
71,HR,"Training in Special Education Certificate Course Education Details 
July 2016 to October 2018 MSc Psychology with specialization in Organizational Behaviour Malappuram Kerala Calicut University
July 2013 to March 2016 BSc Psychology Thrissur Prajyoti Niketan College
HR 


Skill Details 
Company Details 
company  
description  I have done a 30 days internship in the HR department of Foster Hot Breads KINFRA Malappuram Kerala and I have also done a 60 days internship at Santhwana Institute of Counselling and Psychotherapy Cochin Kerala as Counsellor"
72,HR,"Computer Knowledge  Proficient in basic use of MS office  Microsoft Dynamics AX software  SAIBA softwareEducation Details 
 MBA   Distance education Bharathiar University
 BE   PA College of Engineering and Technology
 HSC   RVG Hr Sec School
 SSC   GHrSec School
HR 

Admin in Bharat
Skill Details 
DYNAMICS Exprience  6 months
DYNAMICS AX Exprience  6 months
MICROSOFT DYNAMICS Exprience  6 months
MICROSOFT DYNAMICS AX Exprience  6 months
MS OFFICE Exprience  6 monthsCompany Details 
company  Sri Ramesh Gaarment
description  Tirupur

Administration as well as clients service
Here corporate companies only insured so that knowledge gathered about
Garments spinning mills

 FEB 2018 to Still Sri Ramesh Gaarment Tirupur

HR Activities
Attendance maintenance Time cards maintenance
Staffs and labors individual records maintenance

Project
 Advanced automobile collision avoidance and blackbox in CAR"
73,HR,"SOFTWARE SKILLS  General Computer Proficiency  Program Langages known C C Java Web Programming  Tools  Software know MATLAB DBMS KEY STRENGTHS  Posses Good communication and analytic skills  Positive thinking Sincere Hard work Honesty Responsibility  Enthusiastic to learn new skills  take up new tasks  Self  motivated  Ready to accept challenges Education Details 
January 2014 to January 2017 BE in computer science and engineering computer science engineering  Adichunchanagiri institute of technology chikmagalur
HR 


Skill Details 
DATABASE MANAGEMENT SYSTEM Exprience  6 months
DBMS Exprience  6 months
JAVA Exprience  6 months
MATLAB Exprience  6 monthsCompany Details 
company  Yours Truly
description  Jayashree H K"
74,HR,"TECHNICAL SKILLS  Typewriting  TORA  SPSSEducation Details 
January 2017 MBA  Chidambaram Tamil Nadu SNS College of Engineering
January 2014 HSC   at SAV Higher Secondary School
 MBA   SNS College of Engineering
 SSLC Finance  at Kamaraj Matriculation School
HR 


Skill Details 
Human resource Finance Exprience  Less than 1 year monthsCompany Details 
company  
description  "
75,HR,"IT Skills  Windows XP Ms Office Word Excel Lookups Pivot table other basic functions  Power Point  Saral Payment Package payroll software  Internet ApplicationsEducation Details 
January 2006 Bachelor in Hospitality Management International Hospitality Management  Queen Margaret University Edinburg
January 2006 diploma Hotel Management  International Institute of Hotel Management
HR 


Skill Details 
Hr Management Exprience  Less than 1 year monthsCompany Details 
company  Atri Developers
description   HR Payroll Statutory Compliance Performance Management
company  
description  Employee Relations and Administration Creating industry specific Policies Procedure Forms Formats Letters Checklists etc

Payroll Management Salary restructuring to process payroll of 600 employees
 Validation of all input Attendance Leaves and Salaries before starting salary process
 Processing accurate  error free salary of employees
 Responsible for compensation and benefits administration
 Coordinate with Accounts team for salary processing
 Attendance  Leave record management
 Assuring prompt and satisfactory resolution of payroll related queries of all employees

Statutory Compliance Management
  Manage various statutory compliance requirements PF ESIC PT Gratuity TDS etc calculations deduction payment and return filing
 Generate statutory reports like Form 16 Form 24Q Conducting session with employees on Statutory Policies and procedure compliance related topics
 Shops and Commercial Establishments Act SE
 The Payment of Gratuity Act 1972
Recruitment and Selection Handling recruitment like job posting in naukri portal and coordination Create annual manpower plan and budget Screen and schedule preliminary interview Arrange for employee orientation Handling joining formalities and salary account opening formalities

Performance Management End to end facilitation of PMS starting from creating Job Description  Appraisal Forms to Disbursement of Letters KRA setting Midyear reviews Annual reviews handling all appraisal activities 360 Degree

Training and Development Conduct training need analysis and arrange various training session

Employee engagement and  Employee Welfare Creation and deployment  of Sales  Rewards and Recognition Schemes Periodic Interactive sessions like Monthly Birthday Celebration Annual Day Diwali Dhamaka Offsite etc
Working on Saral Payment Package payroll software as well as on excel
Assisting MD in HR works offering suggestions and answering employee queries on payroll compliance related issues other benefits insurance medical reimbursement  full  final settlement of resigned employees"
76,HR,"Education Details 
 BA   mumbai University
HR 


Skill Details 
Hr Operations Exprience  Less than 1 year monthsCompany Details 
company  Mumbai Monorail
description  "
77,HR,"Education Details 
June 2012 to May 2015 BA Economics Chennai Tamil Nadu Sdnbvc
Hr 


Skill Details 
Company Details 
company  Anything IT Solution
description  Hr"
78,HR,"Education Details 
June 2012 to May 2015 BA Economics Chennai Tamil Nadu Sdnbvc
Hr 


Skill Details 
Company Details 
company  Anything IT Solution
description  Hr"
79,HR,"Education Details 
 BBA   lovely professional university
HR 


Skill Details 
Communication Exprience  6 monthsCompany Details 
company  
description  "
80,HR,"Education Details 
 MBA   ACN College of engineering  mgt
HR 


Skill Details 
Company Details 
company  HR Assistant
description  "
81,HR,"KEY SKILLS  Computerized accounting with tally  Sincere  hard working  Management accounting  income tax  Good communication  leadership  Two and four wheeler driving license  Internet  Ecommerce management COMPUTER SKILLS  C Language  Web programing  Tally  Dbms Education Details 
June 2017 to June 2019 Mba Financehr India Mlrit
June 2014 to June 2017 Bcom Computer Hyderabad Telangana Osmania university
June 2012 to April 2014 Inter MEC India Srimedhav
Hr 

Nani
Skill Details 
accounting Exprience  6 months
DATABASE MANAGEMENT SYSTEM Exprience  6 months
Dbms Exprience  6 months
Management accounting Exprience  6 months
Ecommerce Exprience  6 monthsCompany Details 
company  Valuelabs
description  They will give the RRF form the required DLT then the hand over to RLT then scrum master will take the form from the RLT then scrum master will give the forms to trainee which we can work on the requirement till the candidate receive the offer from the company"
82,HR,"Training in Special Education Certificate Course Education Details 
July 2016 to October 2018 MSc Psychology with specialization in Organizational Behaviour Malappuram Kerala Calicut University
July 2013 to March 2016 BSc Psychology Thrissur Prajyoti Niketan College
HR 


Skill Details 
Company Details 
company  
description  I have done a 30 days internship in the HR department of Foster Hot Breads KINFRA Malappuram Kerala and I have also done a 60 days internship at Santhwana Institute of Counselling and Psychotherapy Cochin Kerala as Counsellor"
83,HR,"Computer Knowledge  Proficient in basic use of MS office  Microsoft Dynamics AX software  SAIBA softwareEducation Details 
 MBA   Distance education Bharathiar University
 BE   PA College of Engineering and Technology
 HSC   RVG Hr Sec School
 SSC   GHrSec School
HR 

Admin in Bharat
Skill Details 
DYNAMICS Exprience  6 months
DYNAMICS AX Exprience  6 months
MICROSOFT DYNAMICS Exprience  6 months
MICROSOFT DYNAMICS AX Exprience  6 months
MS OFFICE Exprience  6 monthsCompany Details 
company  Sri Ramesh Gaarment
description  Tirupur

Administration as well as clients service
Here corporate companies only insured so that knowledge gathered about
Garments spinning mills

 FEB 2018 to Still Sri Ramesh Gaarment Tirupur

HR Activities
Attendance maintenance Time cards maintenance
Staffs and labors individual records maintenance

Project
 Advanced automobile collision avoidance and blackbox in CAR"
84,HR,"SOFTWARE SKILLS  General Computer Proficiency  Program Langages known C C Java Web Programming  Tools  Software know MATLAB DBMS KEY STRENGTHS  Posses Good communication and analytic skills  Positive thinking Sincere Hard work Honesty Responsibility  Enthusiastic to learn new skills  take up new tasks  Self  motivated  Ready to accept challenges Education Details 
January 2014 to January 2017 BE in computer science and engineering computer science engineering  Adichunchanagiri institute of technology chikmagalur
HR 


Skill Details 
DATABASE MANAGEMENT SYSTEM Exprience  6 months
DBMS Exprience  6 months
JAVA Exprience  6 months
MATLAB Exprience  6 monthsCompany Details 
company  Yours Truly
description  Jayashree H K"
85,Advocate,"TECHNICAL QUALIFICATIONS  Windows Ms OfficeEducation Details 
 LLB  Guwahati Assam University Law College Guwahati University
 BSc  Jagiroad ASSAM IN Jagiroad College
    Morigaon College
Advocate 

Advocate  Gauhati High Court
Skill Details 
Company Details 
company  Gauhati High Court
description  of the Gauhati High Court and other subordinate Courts and Tribunals and Statutory Bodies in Guwahati from 2008 Numerous experiences of Civil Criminal cases cases under consumer forum
 Handling a good number of Civil as well as Criminal Matters in District  Sessions Judge Court Judge Court CJM Court and Consumer Forum  also in the High Court
 Working as Executive Legal at Hindustan Paper Corporation Limited A Govt of India Enterprise Nagaon Paper Mill since Jan 2012
STRENGTH 
 Adaptability A penchant to adapt to the conditions  level of the environment accordance with the requirement of the given situation
 Interpersonal An extrovert to the core prefer to interact with people of all walks of life and varying strata of society Ability to quickly establish rapport with others
 Team Work Enjoy being a part of a group  achieve combined goals
ROLES AND RESPONSIBILITIES AT HPC LTD 
 Assisting in briefing counsels on matters relating to Nagaon Paper Mill Cachar Paper Mill and also Nagaland Pulp and Paper Corporation Ltd
 The task of legal vetting in all NIBsNITs terms and conditions etc
 Providing Legal views to protect the interest of the Corporation
 Assisting in formulation and drafting of all Disciplinary matters
 Liaisoning with all local bodies and also other forums"
86,Advocate,"Education Details 
 BCom LLB   University of Clacutta University of Burdwan
ADVOCATE 


Skill Details 
Taxation matters Income Tax GST P Tax Accounts Exprience  Less than 1 year months
Filing of Income Tax Returns GST Returns eTDS AIR and more Exprience  Less than 1 year monthsCompany Details 
company  own practice
description  1 Drafting and preparation of plaint Accounts and move before relevant Authority to hear the cases"
87,Advocate,"Education Details 
 LLB   Dibrugarh University
Advocate 


Skill Details 
Legal Exprience  Less than 1 year monthsCompany Details 
company  Legal
description   Advocate"
88,Advocate,"Education Details 
November 2016 to January 2019 Llm Masters in Law Hyderabad Telangana Sultan Ul Uloom College Of Law
September 2011 to May 2016 BAllb Bachelors in Law Hyderabad Telangana Osmania University PG College Of Law
Advocate 

Experienced in Litigation Recently Acquired Masters Degree in Law
Skill Details 
Microsoft word Exprience  Less than 1 year months
litigation Exprience  Less than 1 year months
Legal Research Exprience  Less than 1 year months
Contracts Exprience  Less than 1 year months
Internet Savvy Exprience  Less than 1 year months
Drafting Exprience  Less than 1 year monthsCompany Details 
company  LRC Office
description   Working under Senior Advocate L Ravichander in the High Court of Telangana
 Experience in drafting
 Legal Correspondence"
89,Advocate,"SKILLS  Knows English as native speaker IELTS Overall 8 Listening 8 Reading 8 Writing 7 and Speaking 85 Hindi with bilingual proficiency and Punjabi as native speaker  Able to communicate clearly and concisely with people of diverse backgrounds and levels of authority  Exceptional knowledge of administrative procedures evidence rules and trials  Can maintain a professional attitude with peers coworkers and clients at all times  Focused and driven to always meet deadlines for pretrial procedures trials and appellate briefings by effectively utilizing resources  A Microsoft Certified Systems Engineer 2008 and very much Competent in Windows and Word processing software Education Details 
July 2009 to May 2012 Bachelors Laws Bikaner Rajasthan Maharaja Ganga Singh University
August 2008 to November 2008 Microsoft Certified Systems Engineer Networking Chandigarh 
July 2005 to April 2008 Bachelors of Science BioInformatics Chandigarh Chandigarh Panjab University
Advocate 

Newcomer Indian Advocate
Skill Details 
Administration Exprience  72 months
Legal Research Exprience  72 months
Microsoft Office Exprience  72 months
Drafting Exprience  72 monthsCompany Details 
company  District Courts
description  Key Features

 Licensed Advocate in practice from 16Aug2012 Bar Council of Punjab  Haryana Chandigarh
 Admitted to practice at District Courts Mansa since 18Aug2012
 Successfully passed the All India Bar Examination AIBE conducted by Bar Council of India BCI in September 2013
 LeadSole Counsel for plaintiff and respondents in number of criminalcivil trials
 Since 2012 have prepared and prosecuted to conclusion either by trial or settlement number of claim cases involving personal injury or death cases
 Working on the Panel of District Legal Services Authority Mansa run under the supervision of National Legal Services Authority India
 Former CoOpted Member Administrative Committee Punjab
 Former Joint Secretary at District Bar Association Mansa 201718

Job Duties

 Advice clients of their legal rights and all matters related to law
 Plead clients cases which include various International companies before courts of law forums tribunals and boards
 Researching legal precedents gathering evidence and trials of criminal Injury and death compensation claims and others
 Draw up legal documents such as bail petitions appeals divorces and contracts etc
 Negotiates settlements of civil disputes
 Act as mediator conciliator local commissioner or arbitrator as per Court orders
 Managing a private practice for more than 6 years including all aspects of administration and management functions controlling costs and achieving objectives related to the practice of law"
90,Advocate,"QUALIFICATION Introduction to Computer EXTRAEducation Details 
January 2001 to January 2003 Master Law Chennai Tamil Nadu DrAmbedkar Law University
January 1998 to January 2001 Bachelor Law Chennai Tamil Nadu Dr Ambedkar Law University
January 1995 to January 1998 Bachelor English Literature Tirunelveli Tamil Nadu Manonmaniam Sundaranar university
Advocate 

Advocate
Skill Details 
Company Details 
company  Practiced
description  at

 High Court of Judicature at Madras India

 City Civil Court Chennai

 Debt Recovery Tribunal Chennai

 Consumer Forums Chennai

 Labour Courts

 Small Causes Courts

 Rent control Courts
 Legal advisor for Christian Institute of Management Chennai in 2016
 Legal Advisor for Ruah church Chennai and NESSA Trust till 2018"
91,Advocate,"Skills Natural Languages Proficient in English Hindi and Marathi Computer skills Proficient with MSOffice Internet operationEducation Details 
January 2015 to January 2018 LLB Law Mumbai Maharashtra Mumbai university
January 2015 BMM  Mumbai Maharashtra SKSomaiya College Mumbai University
 HSC   Asmita Girls junior College Maharashtra Board
 SSC Vidya Bhawan  Maharashtra Board
Advocate 

Llb student and Journalist
Skill Details 
Company Details 
company  Criminal lawyer law firm
description  "
92,Advocate,"Skills Legal Writing Efficient researcher Legal Education Family Law Criminal Defence Environment law and litigation Business legal issue Banking Law and commercial lawEducation Details 
January 2014 LLM Criminology Pune Maharashtra University of Pune
January 2012 LLB Law Pune Maharashtra University of Pune
January 2012 Diploma Labour Law Pune Maharashtra University of Pune
Advocate 

Advocate
Skill Details 
LEGAL WRITING Exprience  6 months
LITIGATION Exprience  6 monthsCompany Details 
company  Family Criminal in District and Session Court
description  Legal consultancy services for
Cooperative Banks Scheduled Banks and Private Banks
Clients
Federal Bank Chinchwad Pune
Bharat CoOperative Bank Chinchwad Pune
ICICI Bank

Scope of work
Finalising Loan Agreements
Mortgage agreement Release Deed  and Notice of Intimation
Title Deed Search Report
DRT cases
Legal notices for recovery of dues
Filing Summary suits
Paper Notice
Power of Attorney
Indemnity bond

Family Law
Legal Consultancy and representation for matters relating to Family disputes such as Marriage and Divorce Succession Adoption etc
Lok Adalat
Panel Judicial Member  Four Times"
93,Advocate,"Good grasping quality and skillful work Education Details 
March 2013 to March 2018 B A LL B Law Solapur Maharashtra Solapur University
Advocate 


Skill Details 
Good knowledge of typing as well as many other activities Exprience  Less than 1 year monthsCompany Details 
company  District and Session court of solapur
description  Forward thinking individual with refined interpersonal and multitasking skills Looking to join a progressive organization to provide assistance in Legal work
company  District and Session court of solapur
description  Provide legal assistance in legal work"
94,Advocate," Hard working  Quick learnerEducation Details 
June 2014 to May 2017 LLB LAW Mumbai Maharashtra mumbai university
January 2014 BCom Commerce Mumbai Maharashtra Mumbai university
January 2011 HSC   Maharashtra board
January 2009 SSC   Maharashtra board
Advocate 


Skill Details 
Company Details 
company  The vidishtra
description  "
95,Advocate,"TECHNICAL QUALIFICATIONS  Windows Ms OfficeEducation Details 
 LLB  Guwahati Assam University Law College Guwahati University
 BSc  Jagiroad ASSAM IN Jagiroad College
    Morigaon College
Advocate 

Advocate  Gauhati High Court
Skill Details 
Company Details 
company  Gauhati High Court
description  of the Gauhati High Court and other subordinate Courts and Tribunals and Statutory Bodies in Guwahati from 2008 Numerous experiences of Civil Criminal cases cases under consumer forum
 Handling a good number of Civil as well as Criminal Matters in District  Sessions Judge Court Judge Court CJM Court and Consumer Forum  also in the High Court
 Working as Executive Legal at Hindustan Paper Corporation Limited A Govt of India Enterprise Nagaon Paper Mill since Jan 2012
STRENGTH 
 Adaptability A penchant to adapt to the conditions  level of the environment accordance with the requirement of the given situation
 Interpersonal An extrovert to the core prefer to interact with people of all walks of life and varying strata of society Ability to quickly establish rapport with others
 Team Work Enjoy being a part of a group  achieve combined goals
ROLES AND RESPONSIBILITIES AT HPC LTD 
 Assisting in briefing counsels on matters relating to Nagaon Paper Mill Cachar Paper Mill and also Nagaland Pulp and Paper Corporation Ltd
 The task of legal vetting in all NIBsNITs terms and conditions etc
 Providing Legal views to protect the interest of the Corporation
 Assisting in formulation and drafting of all Disciplinary matters
 Liaisoning with all local bodies and also other forums"
96,Advocate,"Education Details 
 BCom LLB   University of Clacutta University of Burdwan
ADVOCATE 


Skill Details 
Taxation matters Income Tax GST P Tax Accounts Exprience  Less than 1 year months
Filing of Income Tax Returns GST Returns eTDS AIR and more Exprience  Less than 1 year monthsCompany Details 
company  own practice
description  1 Drafting and preparation of plaint Accounts and move before relevant Authority to hear the cases"
97,Advocate,"Education Details 
 LLB   Dibrugarh University
Advocate 


Skill Details 
Legal Exprience  Less than 1 year monthsCompany Details 
company  Legal
description   Advocate"
98,Advocate,"Education Details 
November 2016 to January 2019 Llm Masters in Law Hyderabad Telangana Sultan Ul Uloom College Of Law
September 2011 to May 2016 BAllb Bachelors in Law Hyderabad Telangana Osmania University PG College Of Law
Advocate 

Experienced in Litigation Recently Acquired Masters Degree in Law
Skill Details 
Microsoft word Exprience  Less than 1 year months
litigation Exprience  Less than 1 year months
Legal Research Exprience  Less than 1 year months
Contracts Exprience  Less than 1 year months
Internet Savvy Exprience  Less than 1 year months
Drafting Exprience  Less than 1 year monthsCompany Details 
company  LRC Office
description   Working under Senior Advocate L Ravichander in the High Court of Telangana
 Experience in drafting
 Legal Correspondence"
99,Advocate,"SKILLS  Knows English as native speaker IELTS Overall 8 Listening 8 Reading 8 Writing 7 and Speaking 85 Hindi with bilingual proficiency and Punjabi as native speaker  Able to communicate clearly and concisely with people of diverse backgrounds and levels of authority  Exceptional knowledge of administrative procedures evidence rules and trials  Can maintain a professional attitude with peers coworkers and clients at all times  Focused and driven to always meet deadlines for pretrial procedures trials and appellate briefings by effectively utilizing resources  A Microsoft Certified Systems Engineer 2008 and very much Competent in Windows and Word processing software Education Details 
July 2009 to May 2012 Bachelors Laws Bikaner Rajasthan Maharaja Ganga Singh University
August 2008 to November 2008 Microsoft Certified Systems Engineer Networking Chandigarh 
July 2005 to April 2008 Bachelors of Science BioInformatics Chandigarh Chandigarh Panjab University
Advocate 

Newcomer Indian Advocate
Skill Details 
Administration Exprience  72 months
Legal Research Exprience  72 months
Microsoft Office Exprience  72 months
Drafting Exprience  72 monthsCompany Details 
company  District Courts
description  Key Features

 Licensed Advocate in practice from 16Aug2012 Bar Council of Punjab  Haryana Chandigarh
 Admitted to practice at District Courts Mansa since 18Aug2012
 Successfully passed the All India Bar Examination AIBE conducted by Bar Council of India BCI in September 2013
 LeadSole Counsel for plaintiff and respondents in number of criminalcivil trials
 Since 2012 have prepared and prosecuted to conclusion either by trial or settlement number of claim cases involving personal injury or death cases
 Working on the Panel of District Legal Services Authority Mansa run under the supervision of National Legal Services Authority India
 Former CoOpted Member Administrative Committee Punjab
 Former Joint Secretary at District Bar Association Mansa 201718

Job Duties

 Advice clients of their legal rights and all matters related to law
 Plead clients cases which include various International companies before courts of law forums tribunals and boards
 Researching legal precedents gathering evidence and trials of criminal Injury and death compensation claims and others
 Draw up legal documents such as bail petitions appeals divorces and contracts etc
 Negotiates settlements of civil disputes
 Act as mediator conciliator local commissioner or arbitrator as per Court orders
 Managing a private practice for more than 6 years including all aspects of administration and management functions controlling costs and achieving objectives related to the practice of law"
100,Advocate,"QUALIFICATION Introduction to Computer EXTRAEducation Details 
January 2001 to January 2003 Master Law Chennai Tamil Nadu DrAmbedkar Law University
January 1998 to January 2001 Bachelor Law Chennai Tamil Nadu Dr Ambedkar Law University
January 1995 to January 1998 Bachelor English Literature Tirunelveli Tamil Nadu Manonmaniam Sundaranar university
Advocate 

Advocate
Skill Details 
Company Details 
company  Practiced
description  at

 High Court of Judicature at Madras India

 City Civil Court Chennai

 Debt Recovery Tribunal Chennai

 Consumer Forums Chennai

 Labour Courts

 Small Causes Courts

 Rent control Courts
 Legal advisor for Christian Institute of Management Chennai in 2016
 Legal Advisor for Ruah church Chennai and NESSA Trust till 2018"
101,Advocate,"Skills Natural Languages Proficient in English Hindi and Marathi Computer skills Proficient with MSOffice Internet operationEducation Details 
January 2015 to January 2018 LLB Law Mumbai Maharashtra Mumbai university
January 2015 BMM  Mumbai Maharashtra SKSomaiya College Mumbai University
 HSC   Asmita Girls junior College Maharashtra Board
 SSC Vidya Bhawan  Maharashtra Board
Advocate 

Llb student and Journalist
Skill Details 
Company Details 
company  Criminal lawyer law firm
description  "
102,Advocate,"Skills Legal Writing Efficient researcher Legal Education Family Law Criminal Defence Environment law and litigation Business legal issue Banking Law and commercial lawEducation Details 
January 2014 LLM Criminology Pune Maharashtra University of Pune
January 2012 LLB Law Pune Maharashtra University of Pune
January 2012 Diploma Labour Law Pune Maharashtra University of Pune
Advocate 

Advocate
Skill Details 
LEGAL WRITING Exprience  6 months
LITIGATION Exprience  6 monthsCompany Details 
company  Family Criminal in District and Session Court
description  Legal consultancy services for
Cooperative Banks Scheduled Banks and Private Banks
Clients
Federal Bank Chinchwad Pune
Bharat CoOperative Bank Chinchwad Pune
ICICI Bank

Scope of work
Finalising Loan Agreements
Mortgage agreement Release Deed  and Notice of Intimation
Title Deed Search Report
DRT cases
Legal notices for recovery of dues
Filing Summary suits
Paper Notice
Power of Attorney
Indemnity bond

Family Law
Legal Consultancy and representation for matters relating to Family disputes such as Marriage and Divorce Succession Adoption etc
Lok Adalat
Panel Judicial Member  Four Times"
103,Advocate,"Good grasping quality and skillful work Education Details 
March 2013 to March 2018 B A LL B Law Solapur Maharashtra Solapur University
Advocate 


Skill Details 
Good knowledge of typing as well as many other activities Exprience  Less than 1 year monthsCompany Details 
company  District and Session court of solapur
description  Forward thinking individual with refined interpersonal and multitasking skills Looking to join a progressive organization to provide assistance in Legal work
company  District and Session court of solapur
description  Provide legal assistance in legal work"
104,Advocate," Hard working  Quick learnerEducation Details 
June 2014 to May 2017 LLB LAW Mumbai Maharashtra mumbai university
January 2014 BCom Commerce Mumbai Maharashtra Mumbai university
January 2011 HSC   Maharashtra board
January 2009 SSC   Maharashtra board
Advocate 


Skill Details 
Company Details 
company  The vidishtra
description  "
105,Arts," Good communication skill  Quick learner  Keen to find solutionsEducation Details 
 MBA Marketing and International Business Management Pune Maharashtra Pune University
 BTech Tech Nagpur Maharashtra RTM Nagpur University
GM Arts Commerce  Science 

GM Arts Commerce  Science
Skill Details 
Company Details 
company  Samarth College
description  of Engineering        30          7        210 
5      College to campus             VJ College of Pharmacy         10 days workshop       10

GM Arts Commerce  Science 6          Soft Skills                                               6 days workshop           6
College

Personality             GM Institute of Agricultural 7		6 days workshop           6
Development                        Diploma 
8          Soft Skills           Samarth College of Polytechnic     20 days workshop       20

TOTAL                                              350
WORKING EXPERIENCE IN CORPORATE
Sr No               Topic                      Company                  No of days    Total Hrs 
1       Presentation skill  Team    Elringklinger Automotives Pvt 1 Day           8 building Workshop             Ltd Ranjangaon Pune 
2           Negotiation skill  Kubler Automation Pvt Ltd 2 days          16
Communication skill               Chakan Pune 
3       Business Communication       Finanza Home Loans Pimple 3 days          21  Stress management               saudagar Pune 
4        Teambuilding  Verbal       Sharvari Products Pvt Ltd 2 days          16 communication                   Junner Pune 7 days 5             Entrepreneurship       Agriculture Research Centre
Workshop        168
Development               Narayangaon Pune 8 batches
TOTAL                                             229

ADJOINING SKILLS  Working knowledge of Windows operating system and MS Office  Communicate well in English Hindi  Marathi
 Organized and participated in events like gathering teachers day fashion show and various science exhibitions at college"
106,Arts," Operating Systems Windows XP  Vista  07Education Details 
January 2018 MFA painting Nagpur Maharashtra Nagpur University
January 2016 BFA Painting Nagpur Maharashtra Nagpur University
January 2012 Diploma Art  Maharashtra State Board
January 2010 HSC   Maharashtra State Board
January 2008 SSC   Maharashtra State Board
Fine arts lecturer 


Skill Details 
MsCit Exprience  96 monthsCompany Details 
company  Shubhankan Fine Arts College indore
description   Im doing a job as a Lecturer in Shubhankan Fine Arts College Indore from Nov 2018
 Im an Artist completed ATD BFA and MFA in painting 
 Im searching for a job in my faculty in my area and comfort place To improve my knowledge and experience in this field
company  
description  I have a experience of classes of painting rangoli drawing summer classes etc

Health Physical Disability  Orthopedically"
